,Player,Age,Player_Season_Num,PTS,GP,prev_GP,prev_G,prev_A,prev_PTS,prev_S,prev_TOI,career_GP,career_G,career_A,career_PTS,career_S,games,total_goals_per_game,goals_pp,chances_pp,shots,shot_pct
13397,Rick Zombo,24.0,4,17,62,1,0,0,0,0.0,,1,0,0,0,0.0,80,7.77,71,321,2447,12.7
13398,Rick Zombo,25.0,5,21,75,14,0,1,1,8.0,,15,0,1,1,8.0,80,7.94,82,370,2484,12.8
13399,Rick Zombo,26.0,6,25,77,44,1,4,5,28.0,,59,1,5,6,36.0,80,7.34,72,344,2400,12.2
13400,Rick Zombo,27.0,7,23,77,62,3,14,17,48.0,,121,4,19,23,84.0,80,7.43,89,437,2435,12.2
13401,Rick Zombo,28.0,8,18,67,75,1,20,21,64.0,,196,5,39,44,148.0,80,7.48,85,403,2430,12.3
13402,Rick Zombo,29.0,9,15,71,77,5,20,25,62.0,,273,10,59,69,210.0,80,7.37,76,367,2421,12.2
13403,Rick Zombo,30.0,10,10,74,77,4,19,23,68.0,,350,14,78,92,278.0,80,6.91,71,366,2385,11.6
13404,Rick Zombo,31.0,11,5,23,67,3,15,18,48.0,,417,17,93,110,326.0,80,6.96,77,402,2440,11.4
13405,Rick Zombo,32.0,12,14,67,71,0,15,15,43.0,,488,17,108,125,369.0,84,7.25,87,443,2603,11.7
13406,Rickard Rakell,22.0,4,43,72,4,0,0,0,3.0,36.0,4,0,0,0,3.0,48,5.31,29,160,1399,9.1
13407,Rickard Rakell,23.0,5,51,71,18,0,4,4,22.0,211.0,22,0,4,4,25.0,82,5.34,48,269,2463,8.9
13408,Rickard Rakell,24.0,6,69,77,71,9,22,31,105.0,893.0,93,9,26,35,130.0,82,5.32,47,251,2453,8.9
13409,Rickard Rakell,25.0,7,43,69,72,20,23,43,169.0,1157.0,165,29,49,78,299.0,82,5.34,48,255,2438,9.0
13410,Rickard Rakell,26.0,8,42,65,71,33,18,51,177.0,1234.0,236,62,67,129,476.0,82,5.45,47,245,2478,9.0
13411,Rico Fata,21.0,4,0,10,20,0,1,1,13.0,152.0,20,0,1,1,13.0,82,5.27,57,359,2285,9.4
13412,Rico Fata,22.0,5,19,63,2,0,0,0,0.0,20.0,22,0,1,1,13.0,82,5.49,53,331,2294,9.8
13413,Rico Fata,23.0,6,34,73,5,0,0,0,6.0,47.0,27,0,1,1,19.0,82,5.51,63,376,2272,9.9
13414,Rico Fata,25.0,7,7,47,10,0,0,0,8.0,85.0,37,0,1,1,27.0,82,5.24,53,338,2262,9.5
13415,Rico Fata,26.0,8,2,10,63,7,12,19,79.0,742.0,100,7,13,20,106.0,82,5.31,60,363,2326,9.4
13416,Rik Wilson,22.0,4,24,51,48,3,18,21,95.0,,48,3,18,21,95.0,80,8.03,73,320,2489,12.9
13417,Rik Wilson,23.0,5,4,34,56,3,11,14,77.0,,104,6,29,35,172.0,80,7.73,71,310,2444,12.7
13418,Rik Wilson,25.0,6,9,14,48,7,11,18,72.0,,152,13,40,53,244.0,80,7.89,74,336,2448,12.9
13419,Riley Cote,27.0,4,0,15,8,0,0,0,3.0,36.0,8,0,0,0,3.0,82,5.76,70,398,2426,9.7
13420,Riley Nash,25.0,4,25,68,5,0,1,1,2.0,53.0,5,0,1,1,2.0,82,5.32,47,271,2439,8.9
13421,Riley Nash,26.0,5,22,64,32,4,5,9,36.0,410.0,37,4,6,10,38.0,48,5.31,29,160,1399,9.1
13422,Riley Nash,27.0,6,17,81,73,10,14,24,86.0,925.0,110,14,20,34,124.0,82,5.34,48,269,2463,8.9
13423,Riley Nash,28.0,7,41,76,68,8,17,25,94.0,1109.0,178,22,37,59,218.0,82,5.32,47,251,2453,8.9
13424,Riley Nash,29.0,8,12,78,64,9,13,22,76.0,829.0,242,31,50,81,294.0,82,5.34,48,255,2438,9.0
13425,Riley Nash,30.0,9,14,64,81,7,10,17,125.0,1118.0,323,38,60,98,419.0,82,5.45,47,245,2478,9.0
13426,Riley Sheahan,23.0,4,36,79,1,0,0,0,3.0,6.0,1,0,0,0,3.0,82,5.32,47,271,2439,8.9
13427,Riley Sheahan,24.0,5,25,81,1,0,0,0,1.0,7.0,2,0,0,0,4.0,48,5.31,29,160,1399,9.1
13428,Riley Sheahan,25.0,6,13,80,42,9,15,24,59.0,607.0,44,9,15,24,63.0,82,5.34,48,269,2463,8.9
13429,Riley Sheahan,26.0,7,32,81,79,13,23,36,123.0,1236.0,123,22,38,60,186.0,82,5.32,47,251,2453,8.9
13430,Riley Sheahan,27.0,8,19,82,81,14,11,25,128.0,1234.0,204,36,49,85,314.0,82,5.34,48,255,2438,9.0
13431,Riley Sheahan,28.0,9,15,66,80,2,11,13,109.0,1118.0,284,38,60,98,423.0,82,5.45,47,245,2478,9.0
13432,Risto Siltanen,24.0,4,30,74,64,6,29,35,116.0,,64,6,29,35,116.0,80,7.03,61,280,2352,12.0
13433,Risto Siltanen,25.0,5,53,75,79,17,36,53,209.0,,143,23,65,88,325.0,80,7.69,77,340,2441,12.6
13434,Risto Siltanen,26.0,6,45,76,63,15,48,63,143.0,,206,38,113,151,468.0,80,8.03,73,320,2489,12.9
13435,Risto Siltanen,27.0,7,37,65,74,5,25,30,155.0,,280,43,138,181,623.0,80,7.73,71,310,2444,12.7
13436,Risto Siltanen,28.0,8,39,66,75,15,38,53,163.0,,355,58,176,234,786.0,80,7.89,74,336,2448,12.9
13437,Rob Blake,23.0,4,59,76,4,0,0,0,3.0,,4,0,0,0,3.0,80,7.37,76,367,2421,12.2
13438,Rob Blake,24.0,5,68,84,75,12,34,46,150.0,,79,12,34,46,153.0,80,6.91,71,366,2385,11.6
13439,Rob Blake,25.0,6,11,24,57,7,13,20,131.0,,136,19,47,66,284.0,80,6.96,77,402,2440,11.4
13440,Rob Blake,26.0,7,3,6,76,16,43,59,243.0,,212,35,90,125,527.0,84,7.25,87,443,2603,11.7
13441,Rob Blake,27.0,8,31,62,84,20,48,68,304.0,,296,55,138,193,831.0,84,6.48,76,407,2545,10.7
13442,Rob Blake,28.0,9,50,81,24,4,7,11,76.0,,320,59,145,204,907.0,48,5.97,37,209,1408,10.2
13443,Rob Blake,29.0,10,35,62,6,1,2,3,13.0,,326,60,147,207,920.0,82,6.29,74,413,2481,10.4
13444,Rob Blake,30.0,11,57,77,62,8,23,31,169.0,,388,68,170,238,1089.0,82,5.83,55,336,2444,9.8
13445,Rob Blake,31.0,12,59,67,81,23,27,50,261.0,,469,91,197,288,1350.0,82,5.28,57,380,2242,9.6
13446,Rob Blake,32.0,13,56,75,62,12,23,35,216.0,1542.0,531,103,220,323,1566.0,82,5.27,57,359,2285,9.4
13447,Rob Blake,33.0,14,45,79,77,18,39,57,327.0,2194.0,608,121,259,380,1893.0,82,5.49,53,331,2294,9.8
13448,Rob Blake,34.0,15,46,74,67,19,40,59,267.0,1860.0,675,140,299,439,2160.0,82,5.51,63,376,2272,9.9
13449,Rob Blake,36.0,16,51,81,75,16,40,56,229.0,2068.0,750,156,339,495,2389.0,82,5.24,53,338,2262,9.5
13450,Rob Blake,37.0,17,34,72,79,17,28,45,269.0,2082.0,829,173,367,540,2658.0,82,5.31,60,363,2326,9.4
13451,Rob Blake,38.0,18,31,71,74,13,33,46,242.0,1805.0,903,186,400,586,2900.0,82,5.14,57,348,2300,9.2
13452,Rob Blake,39.0,19,45,73,81,14,37,51,264.0,1974.0,984,200,437,637,3164.0,82,6.05,85,480,2458,10.1
13453,Rob Blake,40.0,20,30,70,72,14,20,34,208.0,1757.0,1056,214,457,671,3372.0,82,5.76,70,398,2426,9.7
13454,Rob Brown,22.0,4,58,69,51,24,20,44,80.0,,51,24,20,44,80.0,80,7.43,89,437,2435,12.2
13455,Rob Brown,23.0,5,47,67,68,49,66,115,169.0,,119,73,86,159,249.0,80,7.48,85,403,2430,12.3
13456,Rob Brown,24.0,6,7,15,80,33,47,80,157.0,,199,106,133,239,406.0,80,7.37,76,367,2421,12.2
13457,Rob Brown,25.0,7,0,1,69,24,34,58,126.0,,268,130,167,297,532.0,80,6.91,71,366,2385,11.6
13458,Rob Brown,26.0,8,0,2,67,21,26,47,106.0,,335,151,193,344,638.0,80,6.96,77,402,2440,11.4
13459,Rob Brown,29.0,9,40,82,15,1,6,7,16.0,,350,152,199,351,654.0,84,7.25,87,443,2603,11.7
13460,Rob Brown,30.0,10,24,58,1,0,0,0,1.0,,351,152,199,351,655.0,84,6.48,76,407,2545,10.7
13461,Rob Brown,31.0,11,23,50,2,0,0,0,1.0,,353,152,199,351,656.0,48,5.97,37,209,1408,10.2
13462,Rob Cimetta,21.0,4,7,24,7,2,0,2,4.0,,7,2,0,2,4.0,80,7.48,85,403,2430,12.3
13463,Rob Davison,26.0,4,2,22,15,1,2,3,15.0,268.0,15,1,2,3,15.0,82,5.31,60,363,2326,9.4
13464,Rob Davison,27.0,5,2,34,55,0,3,3,33.0,790.0,70,1,5,6,48.0,82,5.14,57,348,2300,9.2
13465,Rob Davison,28.0,6,2,23,69,1,5,6,36.0,955.0,139,2,10,12,84.0,82,6.05,85,480,2458,10.1
13466,Rob Davison,29.0,7,0,1,22,0,2,2,14.0,205.0,161,2,12,14,98.0,82,5.76,70,398,2426,9.7
13467,Rob DiMaio,23.0,4,7,50,16,1,0,1,16.0,,16,1,0,1,16.0,80,7.48,85,403,2430,12.3
13468,Rob DiMaio,24.0,5,24,54,7,0,0,0,2.0,,23,1,0,1,18.0,80,7.37,76,367,2421,12.2
13469,Rob DiMaio,25.0,6,23,53,1,0,0,0,0.0,,24,1,0,1,18.0,80,6.91,71,366,2385,11.6
13470,Rob DiMaio,26.0,7,4,36,50,5,2,7,43.0,,74,6,2,8,61.0,80,6.96,77,402,2440,11.4
13471,Rob DiMaio,27.0,8,21,59,54,9,15,24,75.0,,128,15,17,32,136.0,84,7.25,87,443,2603,11.7
13472,Rob DiMaio,28.0,9,28,72,53,11,12,23,81.0,,181,26,29,55,217.0,84,6.48,76,407,2545,10.7
13473,Rob DiMaio,29.0,10,27,79,36,3,1,4,34.0,,217,29,30,59,251.0,48,5.97,37,209,1408,10.2
13474,Rob DiMaio,30.0,11,21,71,59,6,15,21,49.0,,276,35,45,80,300.0,82,6.29,74,413,2481,10.4
13475,Rob DiMaio,31.0,12,25,62,72,13,15,28,152.0,,348,48,60,108,452.0,82,5.83,55,336,2444,9.8
13476,Rob DiMaio,32.0,13,24,74,79,10,17,27,112.0,,427,58,77,135,564.0,82,5.28,57,380,2242,9.6
13477,Rob DiMaio,33.0,14,12,61,71,7,14,21,121.0,1185.0,498,65,91,156,685.0,82,5.27,57,359,2285,9.4
13478,Rob DiMaio,34.0,15,19,69,62,6,19,25,111.0,1025.0,560,71,110,181,796.0,82,5.49,53,331,2294,9.8
13479,Rob DiMaio,35.0,16,24,69,74,6,18,24,99.0,1108.0,634,77,128,205,895.0,82,5.51,63,376,2272,9.9
13480,Rob DiMaio,37.0,17,17,61,61,6,6,12,63.0,663.0,695,83,134,217,958.0,82,5.24,53,338,2262,9.5
13481,Rob Gaudreau,26.0,4,13,52,59,23,20,43,191.0,,59,23,20,43,191.0,84,7.25,87,443,2603,11.7
13482,Rob Klinkhammer,27.0,4,20,72,1,0,0,0,1.0,12.0,1,0,0,0,1.0,82,5.46,52,291,2492,9.0
13483,Rob Klinkhammer,28.0,5,9,69,15,0,2,2,26.0,172.0,16,0,2,2,27.0,82,5.32,47,271,2439,8.9
13484,Rob Klinkhammer,29.0,6,1,14,22,5,6,11,34.0,269.0,38,5,8,13,61.0,48,5.31,29,160,1399,9.1
13485,Rob McClanahan,25.0,4,48,78,13,2,5,7,13.0,,13,2,5,7,13.0,80,7.03,61,280,2352,12.0
13486,Rob McClanahan,26.0,5,14,41,53,3,12,15,67.0,,66,5,17,22,80.0,80,7.69,77,340,2441,12.6
13487,Rob Murphy,21.0,4,6,42,5,0,0,0,4.0,,5,0,0,0,4.0,80,7.43,89,437,2435,12.2
13488,Rob Murphy,22.0,5,1,6,8,0,1,1,10.0,,13,0,1,1,14.0,80,7.48,85,403,2430,12.3
13489,Rob Murphy,23.0,6,10,44,12,1,1,2,6.0,,25,1,2,3,20.0,80,7.37,76,367,2421,12.2
13490,Rob Murphy,24.0,7,1,8,42,5,1,6,19.0,,67,6,3,9,39.0,80,6.91,71,366,2385,11.6
13491,Rob Murray,25.0,4,1,10,41,2,7,9,29.0,,41,2,7,9,29.0,80,7.37,76,367,2421,12.2
13492,Rob Murray,26.0,5,0,6,17,0,3,3,8.0,,58,2,10,12,37.0,80,6.91,71,366,2385,11.6
13493,Rob Murray,27.0,6,2,10,9,0,1,1,2.0,,67,2,11,13,39.0,80,6.96,77,402,2440,11.4
13494,Rob Murray,28.0,7,0,1,10,1,0,1,4.0,,77,3,11,14,43.0,84,7.25,87,443,2603,11.7
13495,Rob Murray,31.0,8,3,13,6,0,0,0,1.0,,83,3,11,14,44.0,84,6.48,76,407,2545,10.7
13496,Rob Niedermayer,22.0,4,38,60,65,9,17,26,67.0,,65,9,17,26,67.0,84,6.48,76,407,2545,10.7
13497,Rob Niedermayer,23.0,5,15,33,48,4,6,10,58.0,,113,13,23,36,125.0,48,5.97,37,209,1408,10.2
13498,Rob Niedermayer,24.0,6,51,82,82,26,35,61,155.0,,195,39,58,97,280.0,82,6.29,74,413,2481,10.4
13499,Rob Niedermayer,25.0,7,33,81,60,14,24,38,136.0,,255,53,82,135,416.0,82,5.83,55,336,2444,9.8
13500,Rob Niedermayer,26.0,8,32,67,33,8,7,15,64.0,,288,61,89,150,480.0,82,5.28,57,380,2242,9.6
13501,Rob Niedermayer,27.0,9,20,57,82,18,33,51,142.0,1745.0,370,79,122,201,622.0,82,5.27,57,359,2285,9.4
13502,Rob Niedermayer,28.0,10,22,66,81,10,23,33,135.0,1545.0,451,89,145,234,757.0,82,5.49,53,331,2294,9.8
13503,Rob Niedermayer,29.0,11,28,55,67,12,20,32,115.0,1373.0,518,101,165,266,872.0,82,5.51,63,376,2272,9.9
13504,Rob Niedermayer,31.0,12,39,76,57,6,14,20,87.0,1027.0,575,107,179,286,959.0,82,5.24,53,338,2262,9.5
13505,Rob Niedermayer,32.0,13,16,82,66,10,12,22,125.0,1128.0,641,117,191,308,1084.0,82,5.31,60,363,2326,9.4
13506,Rob Niedermayer,33.0,14,16,78,55,12,16,28,111.0,1071.0,696,129,207,336,1195.0,82,5.14,57,348,2300,9.2
13507,Rob Niedermayer,34.0,15,21,79,76,15,24,39,140.0,1358.0,772,144,231,375,1335.0,82,6.05,85,480,2458,10.1
13508,Rob Niedermayer,35.0,16,22,71,82,5,11,16,106.0,1365.0,854,149,242,391,1441.0,82,5.76,70,398,2426,9.7
13509,Rob Niedermayer,36.0,17,19,71,78,8,8,16,111.0,1382.0,932,157,250,407,1552.0,82,5.44,62,351,2383,9.4
13510,Rob Pearson,23.0,4,6,32,47,14,10,24,79.0,,47,14,10,24,79.0,80,6.96,77,402,2440,11.4
13511,Rob Pearson,24.0,5,10,27,78,23,14,37,164.0,,125,37,24,61,243.0,84,7.25,87,443,2603,11.7
13512,Rob Pearson,25.0,6,3,18,67,12,18,30,119.0,,192,49,42,91,362.0,84,6.48,76,407,2545,10.7
13513,Rob Ramage,24.0,4,51,78,75,8,20,28,218.0,,75,8,20,28,218.0,80,7.03,61,280,2352,12.0
13514,Rob Ramage,25.0,5,60,80,79,20,42,62,289.0,,154,28,62,90,507.0,80,7.69,77,340,2441,12.6
13515,Rob Ramage,26.0,6,38,80,80,13,29,42,270.0,,234,41,91,132,777.0,80,8.03,73,320,2489,12.9
13516,Rob Ramage,27.0,7,66,77,78,16,35,51,278.0,,312,57,126,183,1055.0,80,7.73,71,310,2444,12.7
13517,Rob Ramage,28.0,8,39,59,80,15,45,60,267.0,,392,72,171,243,1322.0,80,7.89,74,336,2448,12.9
13518,Rob Ramage,29.0,9,49,79,80,7,31,38,284.0,,472,79,202,281,1606.0,80,7.77,71,321,2447,12.7
13519,Rob Ramage,30.0,10,16,68,77,10,56,66,228.0,,549,89,258,347,1834.0,80,7.94,82,370,2484,12.8
13520,Rob Ramage,31.0,11,49,80,59,11,28,39,161.0,,608,100,286,386,1995.0,80,7.34,72,344,2400,12.2
13521,Rob Ramage,32.0,12,35,80,79,9,40,49,215.0,,687,109,326,435,2210.0,80,7.43,89,437,2435,12.2
13522,Rob Ramage,33.0,13,9,34,68,3,13,16,91.0,,755,112,339,451,2301.0,80,7.48,85,403,2430,12.3
13523,Rob Ramage,34.0,14,18,74,80,8,41,49,196.0,,835,120,380,500,2497.0,80,7.37,76,367,2421,12.2
13524,Rob Ramage,35.0,15,2,21,80,10,25,35,169.0,,915,130,405,535,2666.0,80,6.91,71,366,2385,11.6
13525,Rob Ray,24.0,4,5,68,27,2,1,3,20.0,,27,2,1,3,20.0,80,7.37,76,367,2421,12.2
13526,Rob Ray,25.0,5,7,82,66,8,8,16,54.0,,93,10,9,19,74.0,80,6.91,71,366,2385,11.6
13527,Rob Ray,26.0,6,3,47,63,5,3,8,29.0,,156,15,12,27,103.0,80,6.96,77,402,2440,11.4
13528,Rob Ray,27.0,7,9,71,68,3,2,5,28.0,,224,18,14,32,131.0,84,7.25,87,443,2603,11.7
13529,Rob Ray,28.0,8,10,82,82,3,4,7,34.0,,306,21,18,39,165.0,84,6.48,76,407,2545,10.7
13530,Rob Ray,29.0,9,6,63,47,0,3,3,7.0,,353,21,21,42,172.0,48,5.97,37,209,1408,10.2
13531,Rob Ray,30.0,10,4,76,71,3,6,9,21.0,,424,24,27,51,193.0,82,6.29,74,413,2481,10.4
13532,Rob Ray,31.0,11,4,69,82,7,3,10,45.0,,506,31,30,61,238.0,82,5.83,55,336,2444,9.8
13533,Rob Ray,32.0,12,10,63,63,2,4,6,19.0,,569,33,34,67,257.0,82,5.28,57,380,2242,9.6
13534,Rob Ray,33.0,13,5,71,76,0,4,4,23.0,394.0,645,33,38,71,280.0,82,5.27,57,359,2285,9.4
13535,Rob Ray,34.0,14,0,46,69,1,3,4,17.0,290.0,714,34,41,75,297.0,82,5.49,53,331,2294,9.8
13536,Rob Ray,35.0,15,1,6,63,4,6,10,33.0,355.0,777,38,47,85,330.0,82,5.51,63,376,2272,9.9
13537,Rob Schremp,23.0,4,25,44,1,0,0,0,2.0,14.0,1,0,0,0,2.0,82,5.76,70,398,2426,9.7
13538,Rob Schremp,24.0,5,26,63,2,0,0,0,3.0,14.0,3,0,0,0,5.0,82,5.44,62,351,2383,9.4
13539,Rob Scuderi,29.0,4,5,71,13,1,2,3,4.0,261.0,13,1,2,3,4.0,82,5.14,57,348,2300,9.2
13540,Rob Scuderi,30.0,5,16,81,57,0,4,4,28.0,1154.0,70,1,6,7,32.0,82,6.05,85,480,2458,10.1
13541,Rob Scuderi,31.0,6,11,73,78,1,10,11,31.0,1467.0,148,2,16,18,63.0,82,5.76,70,398,2426,9.7
13542,Rob Scuderi,32.0,7,15,82,71,0,5,5,28.0,1331.0,219,2,21,23,91.0,82,5.44,62,351,2383,9.4
13543,Rob Scuderi,33.0,8,9,82,81,1,15,16,51.0,1552.0,300,3,36,39,142.0,82,5.7,65,341,2477,9.4
13544,Rob Scuderi,34.0,9,12,48,73,0,11,11,38.0,1407.0,373,3,47,50,180.0,82,5.53,56,304,2486,9.1
13545,Rob Scuderi,35.0,10,4,53,82,2,13,15,46.0,1664.0,455,5,60,65,226.0,82,5.46,52,291,2492,9.0
13546,Rob Scuderi,36.0,11,10,82,82,1,8,9,63.0,1690.0,537,6,68,74,289.0,82,5.32,47,271,2439,8.9
13547,Rob Scuderi,37.0,12,10,63,48,1,11,12,33.0,1046.0,585,7,79,86,322.0,48,5.31,29,160,1399,9.1
13548,Rob Valicevic,31.0,4,2,17,19,4,2,6,23.0,209.0,19,4,2,6,23.0,82,5.27,57,359,2285,9.4
13549,Rob Valicevic,32.0,5,1,10,80,14,11,25,113.0,1161.0,99,18,13,31,136.0,82,5.49,53,331,2294,9.8
13550,Rob Valicevic,33.0,6,0,7,60,8,6,14,62.0,846.0,159,26,19,45,198.0,82,5.51,63,376,2272,9.9
13551,Rob Zamuner,25.0,4,15,43,9,1,2,3,11.0,,9,1,2,3,11.0,80,6.96,77,402,2440,11.4
13552,Rob Zamuner,26.0,5,35,72,84,15,28,43,183.0,,93,16,30,46,194.0,84,7.25,87,443,2603,11.7
13553,Rob Zamuner,27.0,6,50,82,59,6,6,12,109.0,,152,22,36,58,303.0,84,6.48,76,407,2545,10.7
13554,Rob Zamuner,28.0,7,26,77,43,9,6,15,74.0,,195,31,42,73,377.0,48,5.97,37,209,1408,10.2
13555,Rob Zamuner,29.0,8,19,58,72,15,20,35,152.0,,267,46,62,108,529.0,82,6.29,74,413,2481,10.4
13556,Rob Zamuner,30.0,9,21,57,82,17,33,50,216.0,,349,63,95,158,745.0,82,5.83,55,336,2444,9.8
13557,Rob Zamuner,31.0,10,37,79,77,14,12,26,126.0,,426,77,107,184,871.0,82,5.28,57,380,2242,9.6
13558,Rob Zamuner,32.0,11,25,66,58,8,11,19,89.0,953.0,484,85,118,203,960.0,82,5.27,57,359,2285,9.4
13559,Rob Zamuner,33.0,12,16,55,57,9,12,21,103.0,851.0,541,94,130,224,1063.0,82,5.49,53,331,2294,9.8
13560,Rob Zamuner,34.0,13,9,57,79,19,18,37,123.0,1167.0,620,113,148,261,1186.0,82,5.51,63,376,2272,9.9
13561,Rob Zettler,23.0,4,9,74,2,0,0,0,0.0,,2,0,0,0,0.0,80,7.48,85,403,2430,12.3
13562,Rob Zettler,24.0,5,7,80,31,0,8,8,21.0,,33,0,8,8,21.0,80,7.37,76,367,2421,12.2
13563,Rob Zettler,25.0,6,7,75,47,1,4,5,30.0,,80,1,12,13,51.0,80,6.91,71,366,2385,11.6
13564,Rob Zettler,26.0,7,1,32,74,1,8,9,72.0,,154,2,20,22,123.0,80,6.96,77,402,2440,11.4
13565,Rob Zettler,27.0,8,1,29,80,0,7,7,60.0,,234,2,27,29,183.0,84,7.25,87,443,2603,11.7
13566,Rob Zettler,28.0,9,14,48,75,0,7,7,55.0,,309,2,34,36,238.0,84,6.48,76,407,2545,10.7
13567,Rob Zettler,29.0,10,7,59,32,0,1,1,17.0,,341,2,35,37,255.0,48,5.97,37,209,1408,10.2
13568,Rob Zettler,30.0,11,0,2,29,0,1,1,11.0,,370,2,36,38,266.0,82,6.29,74,413,2481,10.4
13569,Rob Zettler,31.0,12,2,12,48,2,12,14,31.0,,418,4,48,52,297.0,82,5.83,55,336,2444,9.8
13570,Rob Zettler,32.0,13,4,29,59,0,7,7,28.0,,477,4,55,59,325.0,82,5.28,57,380,2242,9.6
13571,Rob Zettler,33.0,14,5,49,2,0,0,0,0.0,33.0,479,4,55,59,325.0,82,5.27,57,359,2285,9.4
13572,Robby Fabbri,24.0,4,32,61,72,18,19,37,114.0,959.0,72,18,19,37,114.0,82,5.34,48,255,2438,9.0
13573,Robert Bortuzzo,25.0,4,8,51,6,0,0,0,3.0,65.0,6,0,0,0,3.0,82,5.32,47,271,2439,8.9
13574,Robert Bortuzzo,26.0,5,3,40,15,2,2,4,10.0,199.0,21,2,2,4,13.0,48,5.31,29,160,1399,9.1
13575,Robert Bortuzzo,27.0,6,4,38,54,0,10,10,50.0,836.0,75,2,12,14,63.0,82,5.34,48,269,2463,8.9
13576,Robert Bortuzzo,28.0,7,13,72,51,3,5,8,56.0,771.0,126,5,17,22,119.0,82,5.32,47,251,2453,8.9
13577,Robert Bortuzzo,29.0,8,10,59,40,2,1,3,47.0,531.0,166,7,18,25,166.0,82,5.34,48,255,2438,9.0
13578,Robert Bortuzzo,30.0,9,6,42,38,1,3,4,45.0,535.0,204,8,21,29,211.0,82,5.45,47,245,2478,9.0
13579,Robert Dirk,24.0,4,5,52,7,0,1,1,2.0,,7,0,1,1,2.0,80,7.43,89,437,2435,12.2
13580,Robert Dirk,25.0,5,9,72,9,0,1,1,7.0,,16,0,2,2,9.0,80,7.48,85,403,2430,12.3
13581,Robert Dirk,26.0,6,12,69,37,1,1,2,14.0,,53,1,3,4,23.0,80,7.37,76,367,2421,12.2
13582,Robert Dirk,27.0,7,5,71,52,2,3,5,29.0,,105,3,6,9,52.0,80,6.91,71,366,2385,11.6
13583,Robert Dirk,28.0,8,4,38,72,2,7,9,44.0,,177,5,13,18,96.0,80,6.96,77,402,2440,11.4
13584,Robert Dirk,29.0,9,3,47,69,4,8,12,41.0,,246,9,21,30,137.0,84,7.25,87,443,2603,11.7
13585,Robert Hagg,24.0,4,13,49,1,0,0,0,5.0,21.0,1,0,0,0,5.0,82,5.45,47,245,2478,9.0
13586,Robert Kron,26.0,4,50,77,76,12,20,32,124.0,,76,12,20,32,124.0,80,6.91,71,366,2385,11.6
13587,Robert Kron,27.0,5,18,37,36,2,2,4,49.0,,112,14,22,36,173.0,80,6.96,77,402,2440,11.4
13588,Robert Kron,28.0,6,50,77,45,14,13,27,97.0,,157,28,35,63,270.0,84,7.25,87,443,2603,11.7
13589,Robert Kron,29.0,7,22,68,77,24,26,50,194.0,,234,52,61,113,464.0,84,6.48,76,407,2545,10.7
13590,Robert Kron,30.0,8,36,81,37,10,8,18,88.0,,271,62,69,131,552.0,48,5.97,37,209,1408,10.2
13591,Robert Kron,31.0,9,25,75,77,22,28,50,203.0,,348,84,97,181,755.0,82,6.29,74,413,2481,10.4
13592,Robert Kron,32.0,10,40,81,68,10,12,22,182.0,,416,94,109,203,937.0,82,5.83,55,336,2444,9.8
13593,Robert Kron,33.0,11,19,59,81,16,20,36,175.0,,497,110,129,239,1112.0,82,5.28,57,380,2242,9.6
13594,Robert Kron,34.0,12,15,59,75,9,16,25,134.0,1218.0,572,119,145,264,1246.0,82,5.27,57,359,2285,9.4
13595,Robert Lang,25.0,4,22,68,11,0,5,5,3.0,,11,0,5,5,3.0,84,7.25,87,443,2603,11.7
13596,Robert Lang,27.0,5,22,54,32,9,10,19,41.0,,43,9,15,24,44.0,84,6.48,76,407,2545,10.7
13597,Robert Lang,28.0,6,44,72,36,4,8,12,38.0,,79,13,23,36,82.0,48,5.97,37,209,1408,10.2
13598,Robert Lang,29.0,7,65,78,68,6,16,22,71.0,,147,19,39,58,153.0,82,6.29,74,413,2481,10.4
13599,Robert Lang,30.0,8,80,82,54,9,13,22,66.0,,201,28,52,80,219.0,82,5.28,57,380,2242,9.6
13600,Robert Lang,31.0,9,50,62,72,21,23,44,137.0,1181.0,273,49,75,124,356.0,82,5.27,57,359,2285,9.4
13601,Robert Lang,32.0,10,69,82,78,23,42,65,142.0,1510.0,351,72,117,189,498.0,82,5.49,53,331,2294,9.8
13602,Robert Lang,33.0,11,79,69,82,32,48,80,177.0,1673.0,433,104,165,269,675.0,82,5.51,63,376,2272,9.9
13603,Robert Lang,35.0,12,62,72,62,18,32,50,175.0,1422.0,495,122,197,319,850.0,82,5.24,53,338,2262,9.5
13604,Robert Lang,36.0,13,52,81,82,22,47,69,146.0,1540.0,577,144,244,388,996.0,82,5.31,60,363,2326,9.4
13605,Robert Lang,37.0,14,54,76,69,30,49,79,163.0,1469.0,646,174,293,467,1159.0,82,5.14,57,348,2300,9.2
13606,Robert Lang,38.0,15,39,50,72,20,42,62,171.0,1170.0,718,194,335,529,1330.0,82,6.05,85,480,2458,10.1
13607,Robert Lang,39.0,16,29,64,81,19,33,52,166.0,1362.0,799,213,368,581,1496.0,82,5.76,70,398,2426,9.7
13608,Robert Nilsson,24.0,4,29,64,53,6,14,20,70.0,629.0,53,6,14,20,70.0,82,6.05,85,480,2458,10.1
13609,Robert Nilsson,25.0,5,27,60,4,1,0,1,8.0,69.0,57,7,14,21,78.0,82,5.76,70,398,2426,9.7
13610,Robert Nordmark,28.0,4,8,45,67,3,18,21,78.0,,67,3,18,21,78.0,80,7.43,89,437,2435,12.2
