,Player,Age,Player_Season_Num,PTS,GP,prev_GP,prev_G,prev_A,prev_PTS,prev_S,prev_TOI,career_GP,career_G,career_A,career_PTS,career_S,games,total_goals_per_game,goals_pp,chances_pp,shots,shot_pct
9331,Lee Norwood,27.0,6,31,51,8,0,1,1,6.0,,47,8,12,20,48.0,80,7.73,71,310,2444,12.7
9332,Lee Norwood,28.0,7,42,66,71,5,24,29,112.0,,118,13,36,49,160.0,80,7.94,82,370,2484,12.8
9333,Lee Norwood,29.0,8,22,64,57,6,21,27,101.0,,175,19,57,76,261.0,80,7.34,72,344,2400,12.2
9334,Lee Norwood,30.0,9,15,49,51,9,22,31,106.0,,226,28,79,107,367.0,80,7.43,89,437,2435,12.2
9335,Lee Norwood,31.0,10,14,50,66,10,32,42,97.0,,292,38,111,149,464.0,80,7.48,85,403,2430,12.3
9336,Lee Norwood,32.0,11,10,32,64,8,14,22,60.0,,356,46,125,171,524.0,80,7.37,76,367,2421,12.2
9337,Lee Norwood,33.0,12,1,16,49,6,9,15,63.0,,405,52,134,186,587.0,80,6.91,71,366,2385,11.6
9338,Lee Stempniak,25.0,4,44,75,57,14,13,27,100.0,819.0,57,14,13,27,100.0,82,6.05,85,480,2458,10.1
9339,Lee Stempniak,26.0,5,48,80,82,27,25,52,166.0,1207.0,139,41,38,79,266.0,82,5.76,70,398,2426,9.7
9340,Lee Stempniak,27.0,6,38,82,80,13,25,38,162.0,1271.0,219,54,63,117,428.0,82,5.44,62,351,2383,9.4
9341,Lee Stempniak,28.0,7,28,61,75,14,30,44,171.0,1240.0,294,68,93,161,599.0,82,5.7,65,341,2477,9.4
9342,Lee Stempniak,29.0,8,32,47,80,28,20,48,212.0,1386.0,374,96,113,209,811.0,82,5.53,56,304,2486,9.1
9343,Lee Stempniak,30.0,9,34,73,82,19,19,38,199.0,1251.0,456,115,132,247,1010.0,82,5.46,52,291,2492,9.0
9344,Lee Stempniak,31.0,10,28,71,61,14,14,28,130.0,990.0,517,129,146,275,1140.0,82,5.32,47,271,2439,8.9
9345,Lee Stempniak,32.0,11,51,82,47,9,23,32,113.0,842.0,564,138,169,307,1253.0,48,5.31,29,160,1399,9.1
9346,Lee Stempniak,33.0,12,40,82,73,12,22,34,178.0,1348.0,637,150,191,341,1431.0,82,5.34,48,269,2463,8.9
9347,Lee Stempniak,34.0,13,9,37,71,15,13,28,115.0,903.0,708,165,204,369,1546.0,82,5.32,47,251,2453,8.9
9348,Lee Stempniak,35.0,14,0,2,82,19,32,51,146.0,1471.0,790,184,236,420,1692.0,82,5.34,48,255,2438,9.0
9349,Len Barrie,25.0,4,14,48,1,0,0,0,0.0,,1,0,0,0,0.0,80,7.37,76,367,2421,12.2
9350,Len Barrie,26.0,5,0,5,8,2,2,4,14.0,,9,2,2,4,14.0,84,7.25,87,443,2603,11.7
9351,Len Barrie,30.0,6,23,60,2,0,0,0,0.0,,11,2,2,4,14.0,84,6.48,76,407,2545,10.7
9352,Len Barrie,31.0,7,23,60,48,3,11,14,37.0,,59,5,13,18,51.0,48,5.97,37,209,1408,10.2
9353,Len Esau,26.0,4,6,15,2,0,0,0,0.0,,2,0,0,0,0.0,80,6.96,77,402,2440,11.4
9354,Leo Komarov,30.0,4,32,82,42,4,5,9,51.0,585.0,42,4,5,9,51.0,48,5.31,29,160,1399,9.1
9355,Leo Komarov,31.0,5,19,74,62,8,18,26,84.0,911.0,104,12,23,35,135.0,82,5.32,47,251,2453,8.9
9356,Leo Komarov,32.0,6,26,82,67,19,17,36,130.0,1195.0,171,31,40,71,265.0,82,5.34,48,255,2438,9.0
9357,Leo Komarov,33.0,7,14,48,82,14,18,32,114.0,1400.0,253,45,58,103,379.0,82,5.45,47,245,2478,9.0
9358,Leon Draisaitl,22.0,4,70,78,37,2,7,9,49.0,470.0,37,2,7,9,49.0,82,5.32,47,251,2453,8.9
9359,Leon Draisaitl,23.0,5,105,82,72,19,32,51,133.0,1300.0,109,21,39,60,182.0,82,5.34,48,255,2438,9.0
9360,Leon Draisaitl,24.0,6,110,71,82,29,48,77,172.0,1548.0,191,50,87,137,354.0,82,5.45,47,245,2478,9.0
9361,Liam Reddox,25.0,4,10,44,1,0,0,0,1.0,6.0,1,0,0,0,1.0,82,5.44,62,351,2383,9.4
9362,Linden Vey,25.0,4,0,4,18,0,5,5,8.0,218.0,18,0,5,5,8.0,82,5.34,48,269,2463,8.9
9363,Lindsay Carson,24.0,4,39,77,18,0,1,1,24.0,,18,0,1,1,24.0,80,8.03,73,320,2489,12.9
9364,Lindsay Carson,25.0,5,21,50,78,18,19,37,150.0,,96,18,20,38,174.0,80,7.73,71,310,2444,12.7
9365,Lindsay Carson,26.0,6,26,71,16,1,3,4,16.0,,112,19,23,42,190.0,80,7.89,74,336,2448,12.9
9366,Lindsay Carson,27.0,7,18,63,77,20,19,39,118.0,,189,39,42,81,308.0,80,7.77,71,321,2447,12.7
9367,Lindy Ruff,22.0,4,29,60,63,5,14,19,77.0,,63,5,14,19,77.0,80,7.03,61,280,2352,12.0
9368,Lindy Ruff,23.0,5,45,58,65,8,18,26,97.0,,128,13,32,45,174.0,80,7.69,77,340,2441,12.6
9369,Lindy Ruff,24.0,6,24,39,79,16,32,48,181.0,,207,29,64,93,355.0,80,8.03,73,320,2489,12.9
9370,Lindy Ruff,25.0,7,32,54,60,12,17,29,110.0,,267,41,81,122,465.0,80,7.73,71,310,2444,12.7
9371,Lindy Ruff,26.0,8,20,50,58,14,31,45,126.0,,325,55,112,167,591.0,80,7.89,74,336,2448,12.9
9372,Lindy Ruff,27.0,9,25,77,39,13,11,24,71.0,,364,68,123,191,662.0,80,7.77,71,321,2447,12.7
9373,Lindy Ruff,28.0,10,22,76,54,20,12,32,131.0,,418,88,135,223,793.0,80,7.94,82,370,2484,12.8
9374,Lindy Ruff,29.0,11,9,56,50,6,14,20,95.0,,468,94,149,243,888.0,80,7.34,72,344,2400,12.2
9375,Lindy Ruff,30.0,12,1,14,77,2,23,25,106.0,,545,96,172,268,994.0,80,7.43,89,437,2435,12.2
9376,Logan Couture,23.0,4,37,48,25,5,4,9,42.0,256.0,25,5,4,9,42.0,82,5.53,56,304,2486,9.1
9377,Logan Couture,24.0,5,54,65,79,32,24,56,253.0,1408.0,104,37,28,65,295.0,82,5.46,52,291,2492,9.0
9378,Logan Couture,25.0,6,67,82,80,31,34,65,245.0,1485.0,184,68,62,130,540.0,82,5.32,47,271,2439,8.9
9379,Logan Couture,26.0,7,36,52,48,21,16,37,151.0,869.0,232,89,78,167,691.0,48,5.31,29,160,1399,9.1
9380,Logan Couture,27.0,8,52,73,65,23,31,54,233.0,1231.0,297,112,109,221,924.0,82,5.34,48,269,2463,8.9
9381,Logan Couture,28.0,9,61,78,82,27,40,67,263.0,1564.0,379,139,149,288,1187.0,82,5.32,47,251,2453,8.9
9382,Logan Couture,29.0,10,70,81,52,15,21,36,137.0,904.0,431,154,170,324,1324.0,82,5.34,48,255,2438,9.0
9383,Logan Couture,30.0,11,39,52,73,25,27,52,174.0,1285.0,504,179,197,376,1498.0,82,5.45,47,245,2478,9.0
9384,Logan Shaw,28.0,4,5,35,53,5,2,7,72.0,649.0,53,5,2,7,72.0,82,5.34,48,255,2438,9.0
9385,Lonny Bohonos,25.0,4,3,7,3,0,1,1,3.0,,3,0,1,1,3.0,82,6.29,74,413,2481,10.4
9386,Lou Franceschetti,27.0,4,21,76,30,2,10,12,25.0,,30,2,10,12,25.0,80,8.03,73,320,2489,12.9
9387,Lou Franceschetti,28.0,5,21,75,2,0,0,0,2.0,,32,2,10,12,27.0,80,7.89,74,336,2448,12.9
9388,Lou Franceschetti,29.0,6,12,59,22,4,7,11,19.0,,54,6,17,23,46.0,80,7.77,71,321,2447,12.7
9389,Lou Franceschetti,30.0,7,17,63,76,7,14,21,57.0,,130,13,31,44,103.0,80,7.94,82,370,2484,12.8
9390,Lou Franceschetti,31.0,8,36,80,75,12,9,21,77.0,,205,25,40,65,180.0,80,7.34,72,344,2400,12.2
9391,Lou Franceschetti,32.0,9,10,51,59,4,8,12,53.0,,264,29,48,77,233.0,80,7.43,89,437,2435,12.2
9392,Lou Franceschetti,33.0,10,0,1,63,7,10,17,55.0,,327,36,58,94,288.0,80,7.48,85,403,2430,12.3
9393,Loui Eriksson,24.0,4,71,82,59,6,13,19,78.0,778.0,59,6,13,19,78.0,82,5.76,70,398,2426,9.7
9394,Loui Eriksson,25.0,5,73,79,69,14,17,31,120.0,968.0,128,20,30,50,198.0,82,5.44,62,351,2383,9.4
9395,Loui Eriksson,26.0,6,71,82,82,36,27,63,178.0,1626.0,210,56,57,113,376.0,82,5.7,65,341,2477,9.4
9396,Loui Eriksson,27.0,7,29,48,82,29,42,71,214.0,1620.0,292,85,99,184,590.0,82,5.53,56,304,2486,9.1
9397,Loui Eriksson,28.0,8,37,61,79,27,46,73,179.0,1625.0,371,112,145,257,769.0,82,5.46,52,291,2492,9.0
9398,Loui Eriksson,29.0,9,47,81,82,26,45,71,187.0,1620.0,453,138,190,328,956.0,82,5.32,47,271,2439,8.9
9399,Loui Eriksson,30.0,10,63,82,48,12,17,29,104.0,966.0,501,150,207,357,1060.0,48,5.31,29,160,1399,9.1
9400,Loui Eriksson,31.0,11,24,65,61,10,27,37,115.0,1008.0,562,160,234,394,1175.0,82,5.34,48,269,2463,8.9
9401,Loui Eriksson,32.0,12,23,50,81,22,25,47,169.0,1497.0,643,182,259,441,1344.0,82,5.32,47,251,2453,8.9
9402,Loui Eriksson,33.0,13,29,81,82,30,33,63,184.0,1598.0,725,212,292,504,1528.0,82,5.34,48,255,2438,9.0
9403,Loui Eriksson,34.0,14,13,49,65,11,13,24,132.0,1214.0,790,223,305,528,1660.0,82,5.45,47,245,2478,9.0
9404,Louie DeBrusk,23.0,4,2,34,25,2,1,3,7.0,,25,2,1,3,7.0,80,6.96,77,402,2440,11.4
9405,Louie DeBrusk,24.0,5,4,38,51,8,2,10,33.0,,76,10,3,13,40.0,84,7.25,87,443,2603,11.7
9406,Louie DeBrusk,25.0,6,2,32,48,4,6,10,27.0,,124,14,9,23,67.0,84,6.48,76,407,2545,10.7
9407,Louie DeBrusk,26.0,7,3,54,34,2,0,2,14.0,,158,16,9,25,81.0,48,5.97,37,209,1408,10.2
9408,Louie DeBrusk,27.0,8,0,15,38,1,3,4,17.0,,196,17,12,29,98.0,82,6.29,74,413,2481,10.4
9409,Louie DeBrusk,28.0,9,7,61,32,2,0,2,10.0,,228,19,12,31,108.0,82,5.83,55,336,2444,9.8
9410,Louie DeBrusk,29.0,10,0,39,54,1,2,3,14.0,,282,20,14,34,122.0,82,5.28,57,380,2242,9.6
9411,Louie DeBrusk,31.0,11,0,4,15,0,0,0,6.0,89.0,297,20,14,34,128.0,82,5.27,57,359,2285,9.4
9412,Louis Sleigher,25.0,4,34,44,2,0,1,1,0.0,,2,0,1,1,0.0,80,7.03,61,280,2352,12.0
9413,Louis Sleigher,26.0,5,34,76,8,0,0,0,3.0,,10,0,1,1,3.0,80,8.03,73,320,2489,12.9
9414,Louis Sleigher,27.0,6,6,13,51,14,10,24,55.0,,61,14,11,25,58.0,80,7.73,71,310,2444,12.7
9415,Lubomir Sekeras,35.0,4,2,4,80,11,23,34,102.0,1697.0,80,11,23,34,102.0,82,5.51,63,376,2272,9.9
9416,Lubomir Visnovsky,27.0,4,29,58,81,7,32,39,105.0,1375.0,81,7,32,39,105.0,82,5.51,63,376,2272,9.9
9417,Lubomir Visnovsky,29.0,5,67,80,72,4,17,21,95.0,1170.0,153,11,49,60,200.0,82,5.24,53,338,2262,9.5
9418,Lubomir Visnovsky,30.0,6,58,69,57,8,16,24,85.0,1102.0,210,19,65,84,285.0,82,5.31,60,363,2326,9.4
9419,Lubomir Visnovsky,31.0,7,41,82,58,8,21,29,114.0,1394.0,268,27,86,113,399.0,82,5.14,57,348,2300,9.2
9420,Lubomir Visnovsky,32.0,8,31,50,80,17,50,67,152.0,1862.0,348,44,136,180,551.0,82,6.05,85,480,2458,10.1
9421,Lubomir Visnovsky,33.0,9,45,73,69,18,40,58,159.0,1687.0,417,62,176,238,710.0,82,5.76,70,398,2426,9.7
9422,Lubomir Visnovsky,34.0,10,68,81,82,8,33,41,153.0,1886.0,499,70,209,279,863.0,82,5.44,62,351,2383,9.4
9423,Lubomir Visnovsky,35.0,11,27,68,50,8,23,31,86.0,1151.0,549,78,232,310,949.0,82,5.7,65,341,2477,9.4
9424,Lubomir Visnovsky,36.0,12,14,35,73,15,30,45,131.0,1599.0,622,93,262,355,1080.0,82,5.53,56,304,2486,9.1
9425,Lubomir Visnovsky,37.0,13,11,24,81,18,50,68,152.0,1968.0,703,111,312,423,1232.0,82,5.46,52,291,2492,9.0
9426,Lubomir Visnovsky,38.0,14,20,53,68,6,21,27,112.0,1414.0,771,117,333,450,1344.0,82,5.32,47,271,2439,8.9
9427,Lubos Bartecko,25.0,4,27,71,32,5,11,16,37.0,423.0,32,5,11,16,37.0,82,5.27,57,359,2285,9.4
9428,Lubos Bartecko,26.0,5,16,37,67,16,23,39,75.0,908.0,99,21,34,55,112.0,82,5.49,53,331,2294,9.8
9429,Luc Robitaille,23.0,4,101,80,79,45,39,84,199.0,,79,45,39,84,199.0,80,7.34,72,344,2400,12.2
9430,Luc Robitaille,24.0,5,91,76,80,53,58,111,220.0,,159,98,97,195,419.0,80,7.43,89,437,2435,12.2
9431,Luc Robitaille,25.0,6,107,80,78,46,52,98,237.0,,237,144,149,293,656.0,80,7.48,85,403,2430,12.3
9432,Luc Robitaille,26.0,7,125,84,80,52,49,101,210.0,,317,196,198,394,866.0,80,7.37,76,367,2421,12.2
9433,Luc Robitaille,27.0,8,86,83,76,45,46,91,229.0,,393,241,244,485,1095.0,80,6.91,71,366,2385,11.6
9434,Luc Robitaille,28.0,9,42,46,80,44,63,107,240.0,,473,285,307,592,1335.0,80,6.96,77,402,2440,11.4
9435,Luc Robitaille,29.0,10,69,77,84,63,62,125,265.0,,557,348,369,717,1600.0,84,7.25,87,443,2603,11.7
9436,Luc Robitaille,30.0,11,48,69,83,44,42,86,267.0,,640,392,411,803,1867.0,84,6.48,76,407,2545,10.7
9437,Luc Robitaille,31.0,12,40,57,46,23,19,42,109.0,,686,415,430,845,1976.0,48,5.97,37,209,1408,10.2
9438,Luc Robitaille,32.0,13,74,82,77,23,46,69,223.0,,763,438,476,914,2199.0,82,6.29,74,413,2481,10.4
9439,Luc Robitaille,33.0,14,74,71,69,24,24,48,200.0,,832,462,500,962,2399.0,82,5.83,55,336,2444,9.8
9440,Luc Robitaille,34.0,15,88,82,57,16,24,40,130.0,,889,478,524,1002,2529.0,82,5.28,57,380,2242,9.6
9441,Luc Robitaille,35.0,16,50,81,82,39,35,74,292.0,1573.0,971,517,559,1076,2821.0,82,5.27,57,359,2285,9.4
9442,Luc Robitaille,36.0,17,31,81,71,36,38,74,221.0,1318.0,1042,553,597,1150,3042.0,82,5.49,53,331,2294,9.8
9443,Luc Robitaille,37.0,18,51,80,82,37,51,88,235.0,1534.0,1124,590,648,1238,3277.0,82,5.51,63,376,2272,9.9
9444,Luc Robitaille,39.0,19,24,65,81,30,20,50,190.0,1203.0,1205,620,668,1288,3467.0,82,5.24,53,338,2262,9.5
9445,Luca Sbisa,22.0,4,24,80,39,0,7,7,38.0,682.0,39,0,7,7,38.0,82,5.7,65,341,2477,9.4
9446,Luca Sbisa,23.0,5,8,41,8,0,0,0,3.0,101.0,47,0,7,7,41.0,82,5.53,56,304,2486,9.1
9447,Luca Sbisa,24.0,6,6,30,68,2,9,11,76.0,1142.0,115,2,16,18,117.0,82,5.46,52,291,2492,9.0
9448,Luca Sbisa,25.0,7,11,76,80,5,19,24,88.0,1434.0,195,7,35,42,205.0,82,5.32,47,271,2439,8.9
9449,Luca Sbisa,26.0,8,8,41,41,1,7,8,39.0,813.0,236,8,42,50,244.0,48,5.31,29,160,1399,9.1
9450,Luca Sbisa,27.0,9,13,82,30,1,5,6,30.0,512.0,266,9,47,56,274.0,82,5.34,48,269,2463,8.9
9451,Luca Sbisa,28.0,10,14,30,76,3,8,11,79.0,1427.0,342,12,55,67,353.0,82,5.32,47,251,2453,8.9
9452,Luca Sbisa,29.0,11,1,9,41,2,6,8,29.0,712.0,383,14,61,75,382.0,82,5.34,48,255,2438,9.0
9453,Luca Sbisa,30.0,12,10,44,82,2,11,13,75.0,1556.0,465,16,72,88,457.0,82,5.45,47,245,2478,9.0
9454,Lucas Wallmark,24.0,4,25,67,8,0,2,2,11.0,87.0,8,0,2,2,11.0,82,5.45,47,245,2478,9.0
9455,Luciano Borsato,28.0,4,18,75,1,0,1,1,1.0,,1,0,1,1,1.0,80,6.91,71,366,2385,11.6
9456,Luciano Borsato,29.0,5,0,4,56,15,21,36,81.0,,57,15,22,37,82.0,80,6.96,77,402,2440,11.4
9457,Lukas Krajicek,23.0,4,16,78,5,0,0,0,3.0,67.0,5,0,0,0,3.0,82,5.24,53,338,2262,9.5
9458,Lukas Krajicek,24.0,5,11,39,18,1,6,7,16.0,244.0,23,1,6,7,19.0,82,5.14,57,348,2300,9.2
9459,Lukas Krajicek,25.0,6,19,71,67,2,14,16,89.0,1240.0,90,3,20,23,108.0,82,6.05,85,480,2458,10.1
9460,Lukas Krajicek,26.0,7,3,50,78,3,13,16,105.0,1444.0,168,6,33,39,213.0,82,5.76,70,398,2426,9.7
9461,Luke Adam,23.0,4,1,12,19,3,1,4,31.0,213.0,19,3,1,4,31.0,82,5.46,52,291,2492,9.0
9462,Luke Adam,24.0,5,0,3,52,10,10,20,89.0,645.0,71,13,11,24,120.0,82,5.32,47,271,2439,8.9
9463,Luke Gazdic,27.0,4,0,11,67,2,2,4,30.0,389.0,67,2,2,4,30.0,82,5.34,48,269,2463,8.9
9464,Luke Glendening,27.0,4,14,74,56,1,6,7,54.0,779.0,56,1,6,7,54.0,82,5.34,48,269,2463,8.9
9465,Luke Glendening,28.0,5,19,69,82,12,6,18,104.0,1207.0,138,13,12,25,158.0,82,5.32,47,251,2453,8.9
9466,Luke Glendening,29.0,6,23,78,81,8,13,21,88.0,1181.0,219,21,25,46,246.0,82,5.34,48,255,2438,9.0
9467,Luke Glendening,30.0,7,9,60,74,3,11,14,76.0,956.0,293,24,36,60,322.0,82,5.45,47,245,2478,9.0
9468,Luke Richardson,21.0,4,10,78,78,4,6,10,49.0,,78,4,6,10,49.0,80,7.43,89,437,2435,12.2
9469,Luke Richardson,22.0,5,21,75,55,2,7,9,59.0,,133,6,13,19,108.0,80,7.48,85,403,2430,12.3
9470,Luke Richardson,23.0,6,13,82,67,4,14,18,80.0,,200,10,27,37,188.0,80,7.37,76,367,2421,12.2
9471,Luke Richardson,24.0,7,8,69,78,1,9,10,68.0,,278,11,36,47,256.0,80,6.91,71,366,2385,11.6
9472,Luke Richardson,25.0,8,13,46,75,2,19,21,85.0,,353,13,55,68,341.0,80,6.96,77,402,2440,11.4
9473,Luke Richardson,26.0,9,11,82,82,3,10,13,78.0,,435,16,65,81,419.0,84,7.25,87,443,2603,11.7
9474,Luke Richardson,27.0,10,12,82,69,2,6,8,92.0,,504,18,71,89,511.0,84,6.48,76,407,2545,10.7
9475,Luke Richardson,28.0,11,5,81,46,3,10,13,51.0,,550,21,81,102,562.0,48,5.97,37,209,1408,10.2
9476,Luke Richardson,29.0,12,6,78,82,2,9,11,61.0,,632,23,90,113,623.0,82,6.29,74,413,2481,10.4
9477,Luke Richardson,30.0,13,7,74,82,1,11,12,67.0,,714,24,101,125,690.0,82,5.83,55,336,2444,9.8
9478,Luke Richardson,31.0,14,8,82,81,2,3,5,57.0,,795,26,104,130,747.0,82,5.28,57,380,2242,9.6
9479,Luke Richardson,32.0,15,9,72,78,0,6,6,49.0,1291.0,873,26,110,136,796.0,82,5.27,57,359,2285,9.4
9480,Luke Richardson,33.0,16,13,82,74,2,5,7,50.0,1197.0,947,28,115,143,846.0,82,5.49,53,331,2294,9.8
9481,Luke Richardson,34.0,17,6,64,82,2,6,8,75.0,1698.0,1029,30,121,151,921.0,82,5.51,63,376,2272,9.9
9482,Luke Richardson,36.0,18,10,65,72,1,8,9,65.0,1316.0,1101,31,129,160,986.0,82,5.24,53,338,2262,9.5
9483,Luke Richardson,37.0,19,3,27,82,0,13,13,56.0,1929.0,1183,31,142,173,1042.0,82,5.31,60,363,2326,9.4
9484,Luke Richardson,38.0,20,9,76,64,1,5,6,34.0,1288.0,1247,32,147,179,1076.0,82,5.14,57,348,2300,9.2
9485,Luke Richardson,39.0,21,0,2,65,1,9,10,40.0,1066.0,1312,33,156,189,1116.0,82,6.05,85,480,2458,10.1
9486,Luke Schenn,22.0,4,22,79,70,2,12,14,102.0,1507.0,70,2,12,14,102.0,82,5.7,65,341,2477,9.4
9487,Luke Schenn,23.0,5,11,47,79,5,12,17,101.0,1333.0,149,7,24,31,203.0,82,5.53,56,304,2486,9.1
9488,Luke Schenn,24.0,6,12,79,82,5,17,22,128.0,1834.0,231,12,41,53,331.0,82,5.46,52,291,2492,9.0
9489,Luke Schenn,25.0,7,14,58,79,2,20,22,81.0,1267.0,310,14,61,75,412.0,82,5.32,47,271,2439,8.9
9490,Luke Schenn,26.0,8,16,72,47,3,8,11,81.0,1028.0,357,17,69,86,493.0,48,5.31,29,160,1399,9.1
9491,Luke Schenn,27.0,9,8,78,79,4,8,12,78.0,1307.0,436,21,77,98,571.0,82,5.34,48,269,2463,8.9
9492,Luke Schenn,28.0,10,7,64,58,3,11,14,67.0,1048.0,494,24,88,112,638.0,82,5.32,47,251,2453,8.9
9493,Luke Schenn,29.0,11,2,26,72,4,12,16,76.0,1265.0,566,28,100,128,714.0,82,5.34,48,255,2438,9.0
9494,Luke Schenn,30.0,12,3,25,78,1,7,8,94.0,1408.0,644,29,107,136,808.0,82,5.45,47,245,2478,9.0
9495,Luke Witkowski,27.0,4,4,31,16,0,0,0,10.0,243.0,16,0,0,0,10.0,82,5.32,47,251,2453,8.9
9496,Luke Witkowski,28.0,5,2,34,4,0,0,0,1.0,29.0,20,0,0,0,11.0,82,5.34,48,255,2438,9.0
9497,Luke Witkowski,29.0,6,3,12,34,0,4,4,24.0,336.0,54,0,4,4,35.0,82,5.45,47,245,2478,9.0
9498,Lyle Odelein,24.0,4,16,83,8,0,2,2,1.0,,8,0,2,2,1.0,80,7.37,76,367,2421,12.2
9499,Lyle Odelein,25.0,5,40,79,52,0,2,2,25.0,,60,0,4,4,26.0,80,6.91,71,366,2385,11.6
9500,Lyle Odelein,26.0,6,10,48,71,1,7,8,43.0,,131,1,11,12,69.0,80,6.96,77,402,2440,11.4
9501,Lyle Odelein,27.0,7,17,79,83,2,14,16,79.0,,214,3,25,28,148.0,84,7.25,87,443,2603,11.7
9502,Lyle Odelein,28.0,8,16,79,79,11,29,40,116.0,,293,14,54,68,264.0,84,6.48,76,407,2545,10.7
9503,Lyle Odelein,29.0,9,23,79,48,3,7,10,74.0,,341,17,61,78,338.0,48,5.97,37,209,1408,10.2
9504,Lyle Odelein,30.0,10,31,70,79,3,14,17,74.0,,420,20,75,95,412.0,82,6.29,74,413,2481,10.4
9505,Lyle Odelein,31.0,11,24,73,79,3,13,16,93.0,,499,23,88,111,505.0,82,5.83,55,336,2444,9.8
9506,Lyle Odelein,32.0,12,17,81,79,4,19,23,76.0,,578,27,107,134,581.0,82,5.28,57,380,2242,9.6
9507,Lyle Odelein,33.0,13,18,77,70,5,26,31,101.0,1392.0,648,32,133,165,682.0,82,5.27,57,359,2285,9.4
9508,Lyle Odelein,34.0,14,11,68,73,2,22,24,89.0,1300.0,721,34,155,189,771.0,82,5.49,53,331,2294,9.8
9509,Lyle Odelein,35.0,15,16,82,81,3,14,17,104.0,1743.0,802,37,169,206,875.0,82,5.51,63,376,2272,9.9
9510,Lyle Odelein,37.0,16,1,27,77,2,16,18,86.0,1735.0,879,39,185,224,961.0,82,5.24,53,338,2262,9.5
9511,Lyndon Byers,22.0,4,5,18,10,2,4,6,11.0,,10,2,4,6,11.0,80,7.89,74,336,2448,12.9
9512,Lyndon Byers,23.0,5,24,53,33,3,8,11,25.0,,43,5,12,17,36.0,80,7.77,71,321,2447,12.7
9513,Lyndon Byers,24.0,6,4,49,5,0,2,2,1.0,,48,5,14,19,37.0,80,7.94,82,370,2484,12.8
9514,Lyndon Byers,25.0,7,8,43,18,2,3,5,14.0,,66,7,17,24,51.0,80,7.34,72,344,2400,12.2
9515,Lyndon Byers,26.0,8,4,19,53,10,14,24,69.0,,119,17,31,48,120.0,80,7.43,89,437,2435,12.2
9516,Lyndon Byers,27.0,9,2,31,49,0,4,4,25.0,,168,17,35,52,145.0,80,7.48,85,403,2430,12.3
9517,Lyndon Byers,28.0,10,5,18,43,4,4,8,43.0,,211,21,39,60,188.0,80,7.37,76,367,2421,12.2
9518,MacKenzie Weegar,26.0,4,18,45,3,0,0,0,3.0,52.0,3,0,0,0,3.0,82,5.45,47,245,2478,9.0
9519,Magnus Arvedson,29.0,4,33,51,61,11,15,26,90.0,,61,11,15,26,90.0,82,5.28,57,380,2242,9.6
9520,Magnus Arvedson,30.0,5,39,74,80,21,26,47,136.0,1371.0,141,32,41,73,226.0,82,5.27,57,359,2285,9.4
9521,Magnus Arvedson,31.0,6,37,80,47,15,13,28,91.0,849.0,188,47,54,101,317.0,82,5.49,53,331,2294,9.8
9522,Magnus Arvedson,32.0,7,15,41,51,17,16,33,79.0,817.0,239,64,70,134,396.0,82,5.51,63,376,2272,9.9
9523,Magnus Paajarvi,22.0,4,12,55,80,15,19,34,180.0,1231.0,80,15,19,34,180.0,82,5.46,52,291,2492,9.0
9524,Magnus Paajarvi,23.0,5,1,10,41,2,6,8,79.0,540.0,121,17,25,42,259.0,82,5.32,47,271,2439,8.9
9525,Magnus Paajarvi,24.0,6,9,48,42,9,7,16,75.0,593.0,163,26,32,58,334.0,48,5.31,29,160,1399,9.1
9526,Magnus Paajarvi,25.0,7,13,32,55,6,6,12,60.0,564.0,218,32,38,70,394.0,82,5.34,48,269,2463,8.9
9527,Magnus Paajarvi,26.0,8,12,79,10,0,1,1,9.0,98.0,228,32,39,71,403.0,82,5.32,47,251,2453,8.9
9528,Magnus Paajarvi,27.0,9,19,80,48,3,6,9,88.0,617.0,276,35,45,80,491.0,82,5.34,48,255,2438,9.0
9529,Maksim Mayorov,22.0,4,2,10,3,0,0,0,1.0,17.0,3,0,0,0,1.0,82,5.7,65,341,2477,9.4
9530,Manny Malhotra,21.0,4,14,72,73,8,8,16,61.0,628.0,73,8,8,16,61.0,82,5.27,57,359,2285,9.4
9531,Manny Malhotra,22.0,5,10,59,27,0,0,0,18.0,181.0,100,8,8,16,79.0,82,5.49,53,331,2294,9.8
9532,Manny Malhotra,23.0,6,25,65,50,4,8,12,46.0,453.0,150,12,16,28,125.0,82,5.51,63,376,2272,9.9
9533,Manny Malhotra,25.0,7,31,58,72,8,6,14,60.0,743.0,222,20,22,42,185.0,82,5.24,53,338,2262,9.5
9534,Manny Malhotra,26.0,8,25,82,59,3,7,10,62.0,552.0,281,23,29,52,247.0,82,5.31,60,363,2326,9.4
9535,Manny Malhotra,27.0,9,29,71,65,12,13,25,107.0,898.0,346,35,42,77,354.0,82,5.14,57,348,2300,9.2
9536,Manny Malhotra,28.0,10,35,77,58,10,21,31,102.0,949.0,404,45,63,108,456.0,82,6.05,85,480,2458,10.1
9537,Manny Malhotra,29.0,11,33,71,82,9,16,25,109.0,1214.0,486,54,79,133,565.0,82,5.76,70,398,2426,9.7
9538,Manny Malhotra,30.0,12,30,72,71,11,18,29,112.0,1169.0,557,65,97,162,677.0,82,5.44,62,351,2383,9.4
9539,Manny Malhotra,31.0,13,18,78,77,11,24,35,116.0,1387.0,634,76,121,197,793.0,82,5.7,65,341,2477,9.4
